Job_title,Company,Job_posted_date,Link,Matching_percentage,Logo,Location,Job_description,Salary_range,Category
Azure Data Architect,SLK,2023-12-19,https://www.linkedin.com/jobs/view/3784443801,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Architect
Artificial Intelligence Consultant,Synapsis Inc.,2023-12-20,https://www.linkedin.com/jobs/view/3785074734,0.0,https://media.licdn.com/dms/image/C4E0BAQFx8Y8IYJDRqw/company-logo_100_100/0/1630563765033/synapsis_inc_logo?e=2147483647&v=beta&t=0B1KSlK7fDEl-2rYaC6FoAVBVuQYCAFUunEWS7OkIrY,"Malvern, PA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<p>Title: GEN AI Developer (Strong Python skills)</p><p>Duration: 12+ Months</p><p>Location: Malvern, PA</p><p>Client : Vanguard</p><p><br/></p><p><strong>Job Description:</strong></p><p>• Strong Python skills including libraries like LangChain, LangIndex, PyTorch, SageMaker SDK, psycopg2</p><p>• Experience with Docker and AWS ECR</p><p>• Strong AWS experience with with the following services:</p><p>◦ Bedrock</p><p>◦ SageMaker</p><p>◦ IAM</p><p>◦ Glue</p><p>◦ S3</p><p>◦ Lambda</p><p>◦ CodeCommit and CodePipeline</p><p>• Experience creating quick apps using Streamlit, NodeJS, or some other app framework</p><p>• Education and or experience in developing NLP models for text classification, completion, summarization, generation</p><p>• Experience using embeddings models to create vector embeddings and working with vector databases</p><p>• Understanding of RAG architecture, retrieval optimization, and tradeoffs of splitting methods</p><p>• Familiarity with benchmarks for model evaluation and methods of determining vector similarity</p><p>• Experience with scaling ML training workloads using distributed training techniques on GPU and/or developing microservices for AI/ML/GenAI products</p><p>• Data Preprocessing and Analysis: Work with large-scale datasets, preprocess the data, and perform in-depth analysis to derive meaningful insights, patterns, and trends for AI model training.</p><p>Preferred candidates will have:</p><p>• Real world experience fine-tuning models, methods of fine-tuning, and data preprocessing for fine-tuning</p><p>• AWS Solutions Architect and or AWS Machine Learning Specialty certifications</p>
</div>",No Salary Info Found,Data Architect
Sr. Data Architect - Remote,Veradigm®,2023-12-20,https://www.linkedin.com/jobs/view/3759662667,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Architect
Data Engineer - 100% remote,Jobot,2023-12-25,https://www.linkedin.com/jobs/view/3791621839,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,ETL Developer
Sr. Data Engineer,Incedo Inc.,2023-12-21,https://www.linkedin.com/jobs/view/3785699346,0.0,https://media.licdn.com/dms/image/C4D0BAQEzqnAdsML8AQ/company-logo_100_100/0/1656661706797/incedo_inc_logo?e=2147483647&v=beta&t=lTHWgZfnEyk0Gwvr1BTpOPP3jxHm4Xl-INBATyFxapM,"Austin, TX","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<p><strong>Must Skill:</strong></p><ul><li>Work with development teams and other project leaders/stakeholders to provide technical solutions that enable business capabilities</li><li>Design and develop data applications using big data technologies (AWS, Spark) to ingest, process, and analyze large disparate datasets</li><li>Build robust data pipelines on Cloud using AWS Glue, Aurora Postgres, EKS, Redshift, PySpark, Lambda, and Snowflake.</li><li>Build Rest based Data API using Python / C#, EKS, Lambda.</li><li>Build the infrastructure required for optimal extraction, transformation, and loading of data from various data sources using SQL and AWS ‘big data’ technologies.</li><li>Work with data and analytics experts to strive for greater functionality in our data systems.</li><li>Implement architectures to handle large scale data and its organization</li><li>Execute strategies that inform data design and architecture partnering with enterprise standard</li><li>Work across teams to deliver meaningful reference architectures that outline architecture principles and best practices for technology advancement</li></ul><p></p>
</div>",No Salary Info Found,ETL Developer
Entry Level Data Scientist/Analyst(REMOTE),SynergisticIT,2023-12-19,https://www.linkedin.com/jobs/view/3784098160,0.0,https://media.licdn.com/dms/image/C560BAQHPrA2XO9lh7g/company-logo_100_100/0/1663564885547/synergisticit_logo?e=2147483647&v=beta&t=biDnkXeeFcJXgnh87P53V9KGn6j1mqUOEQpisfcfR74,"Austin, TX","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        The Job Market is Challenging due to more than 150,000 Tech Layoffs in 2022 and in 2023 more than 240,000 layoffs so almost 3,90,00 tech employees have been laid off since 2022 and its still going on . The effect of this has led hundreds of thousands of laid off Tech employees competing with existing Jobseekers.<strong> Entry level Job seekers struggle to get responses to their applications, are getting ghosted after interviews. </strong>In such a scenario the Job seekers need <strong> to differentiate themselves by ensuring to obtain exceptional skills and technologies to be hired by clients as its an employer's market presently and they have a lot of hiring choices.<br/><br/></strong>For more than 12+ years Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers.<br/><br/>All Positions are open for all visas and US citizens<br/><br/>We are matchmakers we provide clients with candidates who can perform from day 1 of starting work. In this challenging economy every client wants to save $$$'s and they want the best value for their money. Jobseekers need to self-evaluate if they have the requisite skills to meet client requirements and needs as Clients now post covid can also hire remote workers which increases even more competition for jobseekers.<br/><br/>We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000's of candidates get jobs at technology clients like <strong> apple, google, Paypal, western union, Client, visa, walmart lab</strong>s etc to name a few.<br/><br/>We have an excellent reputation with the clients. Currently, We are looking for <strong> entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers</strong> for full time positions with clients.<br/><br/>Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in IT Industry<br/><br/><strong> We assist in filing for STEM extension and also for H1b and Green card filing to Candidates <br/><br/></strong>We also offer optionally Skill and technology enhancement programs for candidates who are either missing skills or are lacking Industry/Client experience with Projects and skills. Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. If they are qualified with enough skills and have hands on project work at clients then they should be good to be submitted to clients. Shortlisting and selection is totally based on clients discretion not ours.<br/><br/><strong> please check the below links to see success outcomes of our candidates</strong> and our participation at different Tech industry events and how we are different from other organizations in helping Jobseekers secure Tech careers<br/><br/><strong> https://www.synergisticit.com/candidate-outcomes/ <br/><br/></strong><strong> We regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023 <br/><br/></strong>Oracle CloudWorld Event (OCW) Las Vegas 2023/ 2022 | SynergisticIT - YouTube<br/><br/><strong> https://youtu.be/Rfn8Y0gnfL8?si=p2V4KFv5HukJXTrn <br/><br/></strong><strong> https://youtu.be/-HkNN1ag6Zk?si=1NRfgsvL_HJMVb6Q <br/><br/></strong><strong> https://www.youtube.com/watch?v=NVBU9RYZ6UI <br/><br/></strong><strong> https://www.youtube.com/watch?v=EmO7NrWHkLM <br/><br/></strong><strong> https://www.youtube.com/watch?v=NVBU9RYZ6UI <br/><br/></strong><strong> https://www.youtube.com/watch?v=OAFOhcGy9Z8 <br/><br/></strong><strong> https://www.youtube.com/watch?v=Yy74yvjatVg <br/><br/></strong>For preparing for interviews please visit <strong> https://www.synergisticit.com/interview-questions/ <br/><br/></strong><strong> We are looking for the right matching candidates for our clients <br/><br/></strong><strong> Please apply via the job posting <br/><br/></strong><strong>Required Skills<br/><br/></strong><strong> REQUIRED SKILLS For Java /Full stack/Software Programmer <br/><br/></strong><ul><li> Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT </li><li> Highly motivated, self-learner, and technically inquisitive </li><li> Experience in programming language Java and understanding of the software development life cycle </li><li> Project work on the skills </li><li> Knowledge of Core Java , javascript , C++ or software programming </li><li> Spring boot, Microservices, Docker, Jenkins and REST API's experience </li><li> Excellent written and verbal communication skills <br/><br/></li></ul><strong> For data Science/Machine learning Positions <br/><br/></strong><strong>Required Skills<br/><br/></strong><ul><li> Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT </li><li> Project work on the technologies needed </li><li> Highly motivated, self-learner, and technically inquisitive </li><li> Experience in programming language Java and understanding of the software development life cycle </li><li> Knowledge of Statistics, SAS, Python, Computer Vision, data visualization tools </li><li> Excellent written and verbal communication skills <br/><br/></li></ul><strong> Preferred skills: NLP, Text mining, Tableau, PowerBI, SAS, Tensorflow <br/><br/></strong><strong> If you get emails from our skill enhancement team please email them or ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team who only connect with candidates who are matching client requirements. <br/><br/></strong><strong> No phone calls please. </strong> Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates
      </div>",No Salary Info Found,ETL Developer
"Senior Software Engineer, Data Solutions-Dallas, Austin, or San Antonio, TX",H-E-B,2023-12-19,https://www.linkedin.com/jobs/view/3483760921,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,ETL Developer
Data Engineer,Braintrust,2023-12-19,https://www.linkedin.com/jobs/view/3789766635,0.0,https://media.licdn.com/dms/image/C560BAQHbQYFSQsK__A/company-logo_100_100/0/1630511738029/usebraintrust_logo?e=2147483647&v=beta&t=KwbYjG0MdxQVYAijRBYsSuBn-w2onHZNpCmM31LViso,"Austin, Texas Metropolitan Area","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>About Us<br/><br/></strong>Braintrust is a user-owned talent network that connects top-tier professionals with the world's leading enterprises. We prioritize transparency, eliminating middlemen and high markups, ensuring job-seekers are matched swiftly to innovative roles while clients benefit from unparalleled efficiency and quality.<br/><br/><strong>About The Hiring Process<br/><br/></strong>The hiring process for this role involves completing your Braintrust profile, applying directly to the role on Braintrust, and undergoing a one-time screening to ensure you meet our vetted talent specifications. After this, the hiring team will contact you directly if they believe you are a suitable match.<br/><br/>Our process isn't for everyone, that's intentional. If you believe that you are a top candidate for this job, please join our network to give yourself the opportunity to work with top companies.<br/><br/><strong>JOB TYPE:</strong> Direct Hire/ FTE Position (no agencies/C2C - see notes below)<br/><br/><strong>LOCATION:</strong> Work from anywhere - Anytime | No timezone overlap required<br/><br/><strong>SALARY RANGE</strong> $110,000 – $130,000 /yr<br/><br/><strong>ESTIMATED DURATION:</strong> 40/week - long term<br/><br/><strong>EXPERIENCE:</strong> 3-4 years<br/><br/><strong>BRAINTRUST JOB ID:</strong> 11526<br/><br/>The Opportunity<br/><br/><strong>Required Skills<br/><br/></strong><ul><li> T-SQL (DDL, Stored Proces, Views, CTEs, etc) </li><li> VCS (Git, SVN, etc) <br/><br/></li></ul><strong>Bonus Skills<br/><br/></strong><ul><li> Candidates with a CPA/CFA or other financial services background are preferred. </li><li> Candidates who understand web technologies and can program in other languages in addition to SQL will be preferred. JavaScript/ES6/NodeJS preferred. </li><li> VS Code, SSMS, and other IDEs. </li><li> CI/CD experience with integrating database changes into deployment models. <br/><br/></li></ul>What You'll Be Working On<br/><br/><ul><li>This is a FTE position and is only open to US-based candidates**<br/><br/></li></ul>InvestEdge is seeking a database specialist with expert knowledge in relational data modeling, querying, and data analysis.<br/><br/>This role requires expert knowledge of working with MSSQL and Postgres databases, and can write complex queries, stored procedures, and views.<br/><br/><strong>The Candidate<br/><br/></strong><ul><li> has likely worked as a senior data developer or data architect role, and also understands database administration concepts such as indexing strategies, backup and fault-tolerance strategies, and how to organize and secure data at rest. </li><li> have a background in financial services and understand how financial markets work. </li><li> Has a CPA/CFA with the ability to write advanced SQL should be a shoe-in. <br/><br/></li></ul>This role will work with InvestEdge's senior data architect to implement new solutions as well as improve existing ones. Also, the role will be working with large data sets and large database footprints and should understand concepts such as performance tuning, SQL Injection, and data security best practices.<br/><br/>In addition to an emphasis on data manipulation and storage, the candidate will also work on other aspects of the application including UX and middle-tier concerns relating to the presentation, use, and manipulation of data. The ideal candidate is a well-rounded developer that is comfortable in any layer of the application, even as their focus is data and the persistence of that data.<br/><br/><strong>Roles And Responsibilities<br/><br/></strong><ul><li> Work with the senior data architect to implement data routines in a financial services environment. </li><li> Create new queries, views, and stored procedures for a large existing relational data set. </li><li> Debug and troubleshoot logical issues in database code. </li><li> Debug and troubleshoot performance issues in database code. </li><li> Serve as a subject matter expert on a large in-house enterprise database model. </li><li> Understand the business domain of the application. </li><li> Work in an Agile environment on a cross-functional team. <br/><br/></li></ul><strong>Apply Now!<br/><br/></strong><strong>Notes<br/><br/></strong>Our employers all have varying legal and geographic requirements for their roles, they trust Braintrust to find them the talent that meet their unique specifications. For that reason, this role is not available to C2C candidates working with an agency. If you are a professional contractor who has created an LLC/corp around their consulting practice, this is well aligned with Braintrust and we’d welcome your application.<br/><br/>Braintrust values the multitude of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.
      </div>",$110000- $130000,ETL Developer
Data Engineer,Visa,2023-12-19,https://www.linkedin.com/jobs/view/3790090038,0.0,https://media.licdn.com/dms/image/C560BAQEP8_eM4zW8bw/company-logo_100_100/0/1630663392691/visa_logo?e=2147483647&v=beta&t=TzxC8Eby4Etg1Y4aK9Ul8pUVAccJ4Do5GJP4uVtlOBY,"Austin, TX","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>Company Description<br/><br/></strong>Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.<br/><br/>When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.<br/><br/><strong>Join Visa: A Network Working for Everyone.<br/><br/></strong><strong>Job Description<br/><br/></strong>Payments has become a very active/hot area in the last couple of years, creating a strong demand for innovation. This will be a very exciting area in the next 5 to 10 years. Not only is VISA a leader in the payment industry and has been for a long time, but it is also quickly transitioning into a technology company that is fostering an environment for applying the latest technology to solve exciting problems in this area.<br/><br/>Visa AI as a Service (VAIaS) operationalizes the delivery of AI and decision intelligence to ensure their ongoing business values. Built with composable AI capabilities, privacy-enhancing computation, and cloud native platforms, VAIaS automates the updates to data, models, and applications. Combined with strong AI governance, VAIaS optimizes the performance, scalability, interpretability and reliability of AI models and services. If you want to be in the exciting payment and AI space, learn fast, and make big impacts, Visa AI as a Service is an ideal place for you!<br/><br/>This position is for a Data Engineer with solid development experience who will focus on creating new capabilities for Visa AI as a Service while maturing our code base and development processes. In this position, you are first a passionate and talented developer that can work in a dynamic environment as a member of Agile Scrum teams. Your strong technical leadership, problem-solving abilities, coding, testing and debugging skills is just a start. You must be dedicated to filling product backlog and delivering production-ready code. You must be willing to go beyond the routine and prepared to do a little bit of everything.<br/><br/>You will be an integral part of the development team, sometimes investigating new requirements and design and at times refactoring existing functionality for performance and maintainability, but always working on ways to make us more efficient and provide better solutions to our end customers. The role is for a self-organized individual with knowledge of web application and web service development. The candidate will perform hands-on activities including design, documentation, development and test of new functionality. Candidate must be flexible and willing to switch tasks based on team’s needs.<br/><br/>This position will be based in Austin, TX. If this sounds exciting, we want to chat and tell you more about our work culture and environment and see if this will be a good fit for both of us.<br/><br/><strong>Essential Functions<br/><br/></strong><ul><li> Collaborate with project team members (Product Managers, Architects, Analysts, Software Engineers, Project Managers, etc.) to ensure development and implementation of new data driven business solutions</li><li> Drive development effort End-to-End for on-time delivery of high quality solutions that conform to requirements, conform to the architectural vision, and comply with all applicable standards</li><li> Responsibilities span all phases of solution development including:</li><li> Collaborate with senior technical staff and PM to identify, document, plan contingency, track and manage risks and issues until all are resolved</li><li> Present technical solutions, capabilities, considerations, and features in business terms. Effectively communicate status, issues, and risks in a precise and timely manner<br/><br/></li></ul>This is a hybrid position. Hybrid employees can alternate time between both remote and office. Employees in hybrid roles are expected to work from the office 2-3 set days a week (determined by leadership/site), with a general guidepost of being in the office 50% or more of the time based on business needs.<br/><br/><strong>Qualifications<br/><br/></strong>Basic Qualifications:<br/><br/><ul><li> Bachelors degree, OR 3+ years of relevant work experience<br/><br/></li></ul>Preferred Qualifications:<br/><br/><ul><li> 2 or more years of work experience</li><li> Exposure to leading-edge areas such as Machine Learning, Big Data, Distributed Systems or SRE. </li><li> Experience in at least one of the following: Golang, Java, or C/C++, Spark</li><li> Familiarity with web service standards and related patterns (REST, gRPC)</li><li> Experience implementing solutions for low-latency, distributed services using open standard technologies. <br/><br/></li></ul><strong>Additional Information<br/><br/></strong><strong>Work Hours:</strong> Varies upon the needs of the department.<br/><br/><strong>Travel Requirements:</strong> This position requires travel 5-10% of the time.<br/><br/><strong>Mental/Physical Requirements:</strong> This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers.<br/><br/>Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.<br/><br/>Visa will consider for employment qualified applicants with criminal histories in a manner consistent with applicable local law, including the requirements of Article 49 of the San Francisco Police Code.<br/><br/><strong>U.S. APPLICANTS ONLY: The estimated salary range for a new hire into this position is 89,600.00 to 114,300.00 USD per year, which may include potential sales incentive payments (if applicable). Salary may vary depending on job-related factors which may include knowledge, skills, experience, and location. In addition, this position may be eligible for bonus and equity. Visa has a comprehensive benefits package for which this position may be eligible that includes Medical, Dental, Vision, 401 (k), FSA/HSA, Life Insurance, Paid Time Off, and Wellness Program.</strong>
</div>",No Salary Info Found,ETL Developer
Software Engineer - Data Platform (C#/.NET/AWS) (R-15497),Dun & Bradstreet,2023-12-20,https://www.linkedin.com/jobs/view/3785098494,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,ETL Developer
Data Engineer,AtkinsRéalis,2023-12-20,https://www.linkedin.com/jobs/view/3785085485,0.0,https://media.licdn.com/dms/image/D4E0BAQENGaGvdO3TOw/company-logo_100_100/0/1695059107065/atkinsrealis_logo?e=2147483647&v=beta&t=97_WWS0g7kyFfGgXfDApNXY-v0y8Brbx7XxsaTAebUE,"Austin, TX","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>Why join us? <br/><br/></strong>We are hiring! The <strong>Data Engineer</strong> is an integral part of our Community &amp; Intermodal Infrastructure Mountain Team. This is an entry-level position and is based out of <strong>Austin, TX</strong>.<br/><br/><strong>About Us<br/><br/></strong>AtkinsRéalis is one of the world’s most respected design, engineering and project management consultancies. AtkinsRéalis has been providing infrastructure planning, engineering, construction, environmental consulting, urban planning, architecture, and program management services to public and private clients across the United States for more than 50 years. AtkinsRéalis has the depth and breadth of expertise to respond to the most technically challenging and time-critical infrastructure projects and the urgent transition to a low-carbon economy.<br/><br/><strong>How will you contribute to the team?<br/><br/></strong><ul><li>Adept analytic skills including knowledge of MS Excel, PowerBI and other business analysis and intelligence software</li><li>Strong written communication skills including prior experience in MS Word and MS PowerPoint</li><li>Strong verbal communication skills</li><li>Focus on customer service<br/><br/></li></ul><strong>What will you contribute? <br/><br/></strong><ul><li>EXPERIENCE: Business analytics from one or more prior internships; basic understanding of engineering practices such as CAD</li><li>EDUCATION: Bachelor of Science in Engineering</li><li>SPECIAL SKILLS: MS Excel, PowerBI, PowerPoint</li><li>PROFESSIONAL REGISTRATIONS: None required<br/><br/></li></ul><strong>What We Offer At AtkinsRéalis<br/><br/></strong>As an Intern, you will enjoy a host of developmental benefits which includes:<br/><br/><ul><li>Competitive salary</li><li>Hands-on experience with industry leaders</li><li>Support and mentorship from various professionals throughout the business</li><li>Career and educational exploration opportunities such as Client Site Visits, Weekly Lunch &amp; Learns, &amp; various virtual and/or in-person activities<br/><br/></li></ul>As a Full-Time employee, you may enjoy a robust rewards package which includes:<br/><br/><ul><li>Opportunity to work on various projects of various sizes</li><li>Competitive salary</li><li>Flexible work schedules</li><li>Group Insurance</li><li>Retirement Savings Plan with employer match</li><li>Employee Assistance Program (EAP)</li><li>Learning and development programs, training, career opportunities and a highly regarded tuition reimbursement program<br/><br/></li></ul><strong>Expected compensation range is between $70,000 - $78,000 annually/hourly depending on skills, experience, and geographical location. <br/><br/></strong><strong>If this sounds like you and you would like to expand your career with us, apply today! <br/><br/></strong>AtkinsRéalis Is An Equal Opportunity, Drug-free Employer Committed To Diversity In The Workplace. EOE/Minorities/Females/Vet/Disability. Please Review AtkinsRéalis Equal Opportunity Statement Here<br/><br/>https://careers.atkinsrealis.com/equal-opportunities-statement<br/><br/>Upon acceptance of an offer, all candidates must go through a drug screen test and background check. AtkinsRéalis is a federal contractor which mandates a satisfactory background screening report and drug test that supersedes state laws.<br/><br/><strong>AtkinsRéalis cares about your privacy</strong> and are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data. By submitting your personal information to AtkinsRéalis, you confirm that you have read and accept our Privacy Notice.<br/><br/><strong>Note To Staffing And Direct Hire Agencies<br/><br/></strong>In the event a recruiter or agency who is not on our preferred supplier list submits a resume/candidate to anyone in the company, AtkinsRéalis family of companies, we explicitly reserve the right to recruit and hire the candidate(s) at our discretion and without any financial obligation to the recruiter or agency. https://careers.atkinsrealis.com/recruitment-agencies<br/><br/>#URR222
      </div>",$70000- $78000,ETL Developer
Python Data Engineer,"Logic20/20, Inc.",2023-12-20,https://www.linkedin.com/jobs/view/3789086619,0.0,https://media.licdn.com/dms/image/D560BAQEovQVnyz6Ewg/company-logo_100_100/0/1690416645830/logic20_20_inc__logo?e=2147483647&v=beta&t=IgKM0xTeIid2FOvpn1svXQYD8yfsnnE7JrlQIOEdCJQ,"Austin, TX","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>Company Description<br/><br/></strong>Logic20/20 invests in being a “Best Company to Work For,” where talented people come together to deliver exceptional solutions. We bring clarity, insights, and optimization to enterprise organizations spanning technology, telecommunications, utilities, healthcare, and more.<br/><br/>We thrive as <strong>One Team</strong>, built on values:<br/><br/><ul><li>We Foster a Culture of We by prioritizing connection and collaboration. </li><li>We Drive toward Excellence by investing in professional growth and cultivating thought leadership. </li><li>We Act with Integrity by doing the right thing and bringing our best selves to the table. <br/><br/></li></ul>To make it all possible, we’ve created programs, resources, and benefits that promote connection and help you evolve your career.<br/><br/><strong>Job Description<br/><br/></strong>We are looking for a Data Engineer to join our Advanced Analytics practice to work on interesting projects to help our clients scale their data solutions to make data-driven decisions.  <br/><br/>As a Data Engineer, you’ll work closely with the client to understand both their business processes and analytics needs to design and build data pipelines and cloud data solutions. You will have the opportunity to guide your client through best practices in data lake, data processing, and data pipeline design to help them achieve their business goals.<br/><br/>You will collaborate with your team including analysts, dashboard developers, and technical project managers to design solutions and work together to deliver a world-class solution.  <br/><br/>The ideal candidate will have the balance of technical skills and business acumen to help the client better understand their core needs while understanding technical limitations. <br/><br/><strong>About you:<br/><br/></strong><ul><li>Collaborative partner who can patiently communicate at the appropriate level to both business and technology teams to understand business needs and pain points</li><li>Creative in meeting the client’s core needs with their technology  </li><li>Determined and able to manage obstacles while maintaining a positive outlook </li><li>Self-driven lifelong learner passionate about learning new data tools and best practices  <br/><br/></li></ul><strong>What we offer our consultants:   <br/><br/></strong><ul><li>Working on challenging, impactful projects that push the edge of technology </li><li>Experience working with both large enterprise clients and mid-sized clients  </li><li>Progressive responsibilities that encourage ownership and practice leadership  </li><li>Opportunity to learn and gain experience in complimentary skills such as meeting facilitation, big data processing, project management, data science, and visual analytics  </li><li>Training and certification opportunities to support your career now and after Logic20/20  </li><li>Various opportunities to give back to the community through company-sponsored events  <br/><br/></li></ul><strong>About The Team<br/><br/></strong>The Logic20/20 Advanced Analytics team is where skilled professionals in data engineering, data science, and visual analytics join forces to build simple solutions for complex data problems. We make it look like magic, but for us, it’s all in a day’s work. As part of our team, you’ll collaborate on projects that help clients spin their data into a high-performance asset, all while enjoying the company of kindred spirits who are as committed to your success as you are. And when you’re ready to level up in your career, you’ll have access to the training, the project opportunities, and the mentorship to get you where you want to go.<br/><br/>“We build an environment where we really operate as one team, building up each other’s careers and capabilities.” – Adam Cornille, Senior Director, Advanced Analytics<br/><br/><strong>Qualifications<br/><br/></strong><strong>Must Have:<br/><br/></strong><ul><li>5+ years of data engineering experience </li><li>Strong experience designing and developing ETL and data pipelines with Python</li><li>Experience working with AWS Data Analytics stack: Amazon Athena, AWS Glue, etc. </li><li>Experience working with businesses to understand the appropriate data model (relational, tabular, transactional) for their data solution </li><li>Understanding of data modeling (such as Kimball, Inman, Data Vault design approaches) </li><li>Excellent foundation of consulting skills: analytical, written and verbal communication, and presentation skills </li><li>Demonstrated ability to identify business and technical impacts of user requirements and incorporate them into the project schedule  </li><li>Deep experience designing and building ELT jobs to move and transform data from various source types and performing exploratory data analysis, data cleansing, and aggregation <br/><br/></li></ul><strong>Preferred:<br/><br/></strong><ul><li>Experience with Terraform, Star schema, and PySpark</li><li>Experience working in the utility industry<br/><br/></li></ul>Additional Information<br/><br/>All your information will be kept confidential according to EEO guidelines.<br/><br/>Compensation range: $130,000 - $173,000 annually, depending on experience<br/><br/><strong>About Logic20/20<br/><br/></strong>To learn more about Logic20/20, please visit: https://www.logic2020.com/careers/life-at-logic<br/><br/><strong>Core Values <br/><br/></strong>At Logic20/20, we are guided by three core values: Drive toward Excellence, Act with Integrity &amp; Foster a Culture of We. These values were generated and agreed upon by our employees—and they help us pursue our goal of being one of the best companies to work for and to work with. Learn more at https://www.logic2020.com/company/our-values.<br/><br/><strong>Logic20/20 Benefits<br/><br/></strong>Why Logic20/20? It’s our goal to be one of the best companies to work for. One piece of the puzzle is an evolving set of benefits that extend past medical, dental, and 401(k).<br/><br/>You will have<br/><br/><ul><li>PTO &amp; Paid Holidays – Worry-free time off to recharge and pursue your personal goals </li><li>Community &amp; Committees – As part of our “Culture of We,” Logic20/20 invests in providing many social, interest, and learning opportunities </li><li>Referral Programs &amp; Bonuses – Employee, project, and sales referral programs with paid incentives <br/><br/></li></ul><strong>Equal Opportunity Statement <br/><br/></strong>We believe that people should be celebrated: for their talents, ideas, and skills, but most of all, for what makes them unique. We prohibit harassment and/or discrimination based on age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status, or any other basis as protected by federal, state, or local law.<br/><br/>To learn more about our DE&amp;I initiatives, please visit: https://www.logic2020.com/company/diversity-equity-inclusion<br/><br/><strong>Privacy Policy <br/><br/></strong>During the recruitment and hiring process, we gather, process, and store some of your personal data. We consider data privacy a priority. For further information, please view our company privacy policy.
      </div>",$130000- $173000,ETL Developer
Data Engineer,"VMC Soft Technologies, Inc",2023-12-20,https://www.linkedin.com/jobs/view/3788678633,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,ETL Developer
